epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,8949.13,1.92538,2.59401,2.24478,0.53246,0.47253,0.44959,0.17439,2.17376,2.5897,2.72458,0.000454732,0.000454732,0.000454732
181,8998.81,1.88252,2.51298,2.20976,0.49732,0.43291,0.43872,0.17337,2.18417,2.53591,2.71901,0.000451066,0.000451066,0.000451066
182,9048.53,1.91906,2.60394,2.243,0.52336,0.44474,0.42939,0.1675,2.19166,2.50011,2.7201,0.0004474,0.0004474,0.0004474
183,9098.27,1.8979,2.56497,2.22003,0.41046,0.45127,0.42347,0.17171,2.1618,2.54406,2.72101,0.000443733,0.000443733,0.000443733
184,9147.9,1.88055,2.51489,2.22508,0.49745,0.47588,0.48229,0.18724,2.18068,2.49991,2.69117,0.000440067,0.000440067,0.000440067
185,9197.91,1.89753,2.56332,2.23069,0.4921,0.44397,0.42031,0.17719,2.20242,2.49805,2.71595,0.000436401,0.000436401,0.000436401
186,9247.63,1.8942,2.53888,2.22554,0.63575,0.46569,0.44964,0.17671,2.20687,2.49116,2.71923,0.000432734,0.000432734,0.000432734
187,9297.44,1.87997,2.52479,2.19103,0.53729,0.41319,0.43401,0.19187,2.17154,2.45268,2.70854,0.000429068,0.000429068,0.000429068
188,9347.13,1.90678,2.55881,2.20884,0.52962,0.42042,0.44884,0.18493,2.17656,2.46568,2.71178,0.000425402,0.000425402,0.000425402
189,9397,1.87628,2.53942,2.21205,0.47883,0.4401,0.45546,0.17477,2.19493,2.53523,2.72307,0.000421736,0.000421736,0.000421736
190,9446.89,1.89956,2.53899,2.24064,0.47283,0.42557,0.46334,0.1787,2.19686,2.45299,2.72762,0.000418069,0.000418069,0.000418069
191,9496.57,1.86963,2.51863,2.21269,0.57243,0.38989,0.41367,0.17153,2.19031,2.46652,2.72202,0.000414403,0.000414403,0.000414403
192,9546.37,1.90105,2.51029,2.20144,0.5122,0.47583,0.46369,0.18268,2.18339,2.44512,2.69398,0.000410737,0.000410737,0.000410737
193,9596.07,1.88349,2.51951,2.20615,0.54469,0.3574,0.4254,0.18437,2.15717,2.47202,2.67826,0.00040707,0.00040707,0.00040707
194,9645.92,1.88517,2.51533,2.20995,0.57492,0.38269,0.43659,0.1905,2.18241,2.48135,2.71466,0.000403404,0.000403404,0.000403404
195,9695.73,1.86813,2.52019,2.20123,0.53329,0.4354,0.44502,0.18029,2.19267,2.43461,2.71074,0.000399738,0.000399738,0.000399738
196,9745.5,1.89883,2.51349,2.21796,0.53593,0.42082,0.44011,0.18749,2.20934,2.44042,2.74257,0.000396071,0.000396071,0.000396071
197,9795.19,1.8642,2.48501,2.20995,0.45876,0.43958,0.44335,0.19073,2.17417,2.46079,2.69419,0.000392405,0.000392405,0.000392405
198,9844.91,1.89624,2.48483,2.20968,0.44138,0.49133,0.4802,0.19106,2.16207,2.46869,2.69158,0.000388739,0.000388739,0.000388739
199,9894.91,1.87017,2.54609,2.23573,0.49267,0.45875,0.44067,0.19063,2.18751,2.47729,2.70916,0.000385073,0.000385073,0.000385073
200,9944.79,1.91101,2.53087,2.21542,0.49066,0.50472,0.48137,0.19992,2.18284,2.43163,2.69561,0.000381406,0.000381406,0.000381406
201,9994.57,1.88756,2.48785,2.21909,0.51842,0.46441,0.46118,0.19551,2.17771,2.45257,2.69584,0.00037774,0.00037774,0.00037774
202,10044.4,1.85651,2.44711,2.16943,0.58098,0.45693,0.44009,0.19416,2.17946,2.44419,2.67455,0.000374074,0.000374074,0.000374074
203,10094.2,1.85952,2.45908,2.18332,0.58924,0.43789,0.47384,0.20427,2.16432,2.44428,2.67922,0.000370407,0.000370407,0.000370407
204,10144.1,1.87181,2.45202,2.18321,0.57808,0.43784,0.4575,0.1973,2.17493,2.46782,2.71258,0.000366741,0.000366741,0.000366741
205,10193.8,1.86864,2.46482,2.19948,0.49264,0.47368,0.44646,0.18449,2.18303,2.4428,2.68248,0.000363075,0.000363075,0.000363075
206,10243.7,1.87195,2.43989,2.20059,0.57097,0.42009,0.44824,0.17892,2.18898,2.45769,2.70737,0.000359409,0.000359409,0.000359409
207,10293.6,1.85814,2.47197,2.1977,0.66587,0.36971,0.44022,0.18249,2.17686,2.47038,2.70394,0.000355742,0.000355742,0.000355742
208,10343.3,1.87378,2.46262,2.21571,0.59308,0.4269,0.47454,0.19566,2.18846,2.42514,2.70892,0.000352076,0.000352076,0.000352076
209,10393.1,1.88495,2.47096,2.2086,0.58913,0.40437,0.44651,0.19053,2.18758,2.47314,2.69165,0.00034841,0.00034841,0.00034841
210,10442.8,1.8719,2.50086,2.20574,0.69053,0.38513,0.4681,0.19336,2.20565,2.47445,2.7102,0.000344743,0.000344743,0.000344743
211,10492.5,1.84832,2.46521,2.19032,0.52774,0.45589,0.46491,0.17973,2.17798,2.45659,2.70764,0.000341077,0.000341077,0.000341077
212,10542.3,1.84915,2.43328,2.18415,0.66408,0.41706,0.4715,0.19375,2.17627,2.40955,2.71473,0.000337411,0.000337411,0.000337411
213,10592,1.85809,2.44736,2.18562,0.63683,0.42994,0.46876,0.19613,2.17525,2.41107,2.71919,0.000333744,0.000333744,0.000333744
214,10641.9,1.86835,2.46011,2.20407,0.55861,0.44681,0.45185,0.18837,2.17339,2.39618,2.71601,0.000330078,0.000330078,0.000330078
215,10691.7,1.86533,2.41363,2.1826,0.59733,0.46711,0.47831,0.19476,2.17311,2.40869,2.69983,0.000326412,0.000326412,0.000326412
216,10741.5,1.85466,2.44444,2.19545,0.59265,0.46214,0.49062,0.20278,2.17862,2.39642,2.71702,0.000322745,0.000322745,0.000322745
217,10791.4,1.85187,2.41868,2.18103,0.62074,0.43597,0.49406,0.19358,2.17303,2.42399,2.70923,0.000319079,0.000319079,0.000319079
218,10841,1.84439,2.4256,2.18789,0.53102,0.49564,0.48667,0.18505,2.1766,2.39163,2.70738,0.000315413,0.000315413,0.000315413
219,10890.8,1.85457,2.44936,2.19159,0.55859,0.47378,0.45312,0.19437,2.16182,2.38029,2.69779,0.000311747,0.000311747,0.000311747
220,10940.4,1.85162,2.39875,2.16272,0.53455,0.46578,0.4424,0.19369,2.17858,2.40707,2.71938,0.00030808,0.00030808,0.00030808
221,10990.1,1.84767,2.4406,2.20832,0.50535,0.48482,0.46511,0.20009,2.17785,2.39723,2.71362,0.000304414,0.000304414,0.000304414
222,11039.9,1.87491,2.43744,2.17801,0.608,0.4477,0.4801,0.21603,2.18247,2.39477,2.72719,0.000300748,0.000300748,0.000300748
223,11089.9,1.84019,2.41925,2.16498,0.58608,0.48484,0.50506,0.20448,2.18342,2.35972,2.7102,0.000297081,0.000297081,0.000297081
224,11139.7,1.85449,2.42774,2.17843,0.54099,0.4691,0.47073,0.19692,2.17266,2.41462,2.71843,0.000293415,0.000293415,0.000293415
225,11189.5,1.82986,2.42595,2.16731,0.63247,0.39091,0.48839,0.19473,2.19489,2.40807,2.71464,0.000289749,0.000289749,0.000289749
226,11239.3,1.85782,2.42859,2.18518,0.62591,0.4209,0.45537,0.1912,2.19938,2.38656,2.71332,0.000286083,0.000286083,0.000286083
227,11289,1.85401,2.42523,2.19534,0.62804,0.45179,0.48738,0.19647,2.21812,2.39856,2.72696,0.000282416,0.000282416,0.000282416
228,11338.7,1.87221,2.44073,2.18152,0.57744,0.50132,0.46438,0.19817,2.19802,2.38521,2.72578,0.00027875,0.00027875,0.00027875
229,11388.6,1.83747,2.39399,2.17792,0.61853,0.44186,0.47126,0.20284,2.17881,2.36145,2.69677,0.000275084,0.000275084,0.000275084
230,11438.4,1.84487,2.44036,2.17816,0.63379,0.43549,0.47222,0.20512,2.17821,2.39284,2.69164,0.000271417,0.000271417,0.000271417
231,11488.2,1.8509,2.47331,2.18307,0.59548,0.49356,0.47572,0.21114,2.15824,2.40411,2.66825,0.000267751,0.000267751,0.000267751
232,11538.1,1.86206,2.37576,2.16734,0.59945,0.45031,0.46448,0.20733,2.17447,2.40133,2.67706,0.000264085,0.000264085,0.000264085
233,11587.8,1.84198,2.38791,2.15522,0.61822,0.43907,0.46541,0.20467,2.18431,2.41857,2.69417,0.000260418,0.000260418,0.000260418
234,11637.6,1.8458,2.38529,2.16751,0.60544,0.44232,0.47361,0.20293,2.18649,2.42191,2.70903,0.000256752,0.000256752,0.000256752
235,11687.4,1.85246,2.3909,2.18792,0.51447,0.51688,0.48512,0.20533,2.18749,2.40514,2.70525,0.000253086,0.000253086,0.000253086
236,11737.2,1.84356,2.39123,2.1714,0.48752,0.52281,0.47154,0.20083,2.17901,2.40891,2.68824,0.00024942,0.00024942,0.00024942
237,11786.9,1.83923,2.38794,2.17637,0.49917,0.46806,0.48072,0.19952,2.18365,2.40281,2.70075,0.000245753,0.000245753,0.000245753
238,11836.8,1.86797,2.36455,2.17447,0.58375,0.4726,0.48042,0.21251,2.18451,2.3903,2.69485,0.000242087,0.000242087,0.000242087
239,11886.5,1.81773,2.34421,2.13397,0.49587,0.49062,0.47744,0.20884,2.19976,2.38399,2.72577,0.000238421,0.000238421,0.000238421
240,11936.3,1.84867,2.40638,2.18055,0.68955,0.43694,0.50048,0.21291,2.19698,2.37572,2.72448,0.000234754,0.000234754,0.000234754
241,11986.3,1.85009,2.37806,2.1894,0.60964,0.43776,0.47374,0.20453,2.20912,2.38703,2.71985,0.000231088,0.000231088,0.000231088
242,12036.1,1.83218,2.3413,2.18997,0.58028,0.4534,0.46299,0.20753,2.21665,2.41092,2.70799,0.000227422,0.000227422,0.000227422
243,12085.9,1.84313,2.35929,2.1655,0.51002,0.52618,0.4616,0.19686,2.20589,2.39792,2.72063,0.000223755,0.000223755,0.000223755
244,12135.7,1.83315,2.33329,2.14147,0.60424,0.4656,0.49276,0.20796,2.21237,2.39506,2.7156,0.000220089,0.000220089,0.000220089
245,12185.6,1.83442,2.42962,2.13883,0.57237,0.46751,0.45441,0.20129,2.20579,2.42574,2.71178,0.000216423,0.000216423,0.000216423
246,12235.4,1.83705,2.3665,2.18622,0.5845,0.48712,0.47887,0.21679,2.19006,2.39674,2.7004,0.000212757,0.000212757,0.000212757
247,12285.2,1.82462,2.37181,2.16053,0.59927,0.4592,0.49236,0.21222,2.18011,2.40213,2.69117,0.00020909,0.00020909,0.00020909
248,12335.1,1.82936,2.33844,2.14471,0.55031,0.48824,0.48087,0.20217,2.19767,2.38148,2.72322,0.000205424,0.000205424,0.000205424
249,12384.9,1.83378,2.38825,2.15845,0.59511,0.50662,0.4956,0.20991,2.18007,2.37858,2.69845,0.000201758,0.000201758,0.000201758
250,12434.8,1.83533,2.36042,2.17683,0.59626,0.54163,0.52498,0.21723,2.19996,2.37325,2.71043,0.000198091,0.000198091,0.000198091
251,12484.8,1.8148,2.32296,2.12775,0.57691,0.53452,0.52705,0.22756,2.19467,2.35415,2.71767,0.000194425,0.000194425,0.000194425
252,12534.7,1.79907,2.35123,2.13767,0.58367,0.49909,0.51878,0.22403,2.19449,2.36809,2.712,0.000190759,0.000190759,0.000190759
253,12584.3,1.83144,2.39222,2.16904,0.64779,0.46312,0.51033,0.22243,2.1774,2.37685,2.6994,0.000187092,0.000187092,0.000187092
254,12633.8,1.83249,2.34918,2.15304,0.63016,0.45365,0.50848,0.2175,2.18346,2.37114,2.70191,0.000183426,0.000183426,0.000183426
255,12683.4,1.81388,2.32845,2.15763,0.67855,0.46693,0.51802,0.22719,2.17637,2.36585,2.68887,0.00017976,0.00017976,0.00017976
256,12733,1.8242,2.36487,2.14501,0.62803,0.48105,0.49645,0.22741,2.18493,2.38233,2.69283,0.000176094,0.000176094,0.000176094
257,12782.9,1.83138,2.32586,2.14512,0.64465,0.45869,0.48912,0.21398,2.18656,2.39229,2.6942,0.000172427,0.000172427,0.000172427
258,12832.5,1.82955,2.36848,2.13752,0.66031,0.44971,0.49705,0.22564,2.17978,2.36329,2.69953,0.000168761,0.000168761,0.000168761
259,12882.2,1.78678,2.29128,2.13358,0.60837,0.46381,0.49235,0.22612,2.18076,2.3588,2.69647,0.000165095,0.000165095,0.000165095
260,12931.9,1.827,2.31179,2.13491,0.67321,0.45236,0.51315,0.2238,2.19006,2.34327,2.70108,0.000161428,0.000161428,0.000161428
261,12981.4,1.81847,2.31314,2.15342,0.61458,0.47737,0.51576,0.22255,2.18279,2.34873,2.6894,0.000157762,0.000157762,0.000157762
262,13031,1.82155,2.31837,2.14586,0.63111,0.47016,0.51505,0.2249,2.19527,2.37314,2.71358,0.000154096,0.000154096,0.000154096
263,13080.6,1.83558,2.32466,2.11621,0.60156,0.48298,0.50632,0.21631,2.1915,2.37459,2.71266,0.000150429,0.000150429,0.000150429
264,13130.2,1.82907,2.32146,2.13917,0.62591,0.47223,0.51684,0.22566,2.19443,2.37918,2.7195,0.000146763,0.000146763,0.000146763
265,13179.9,1.833,2.34674,2.14886,0.61599,0.4743,0.5374,0.23051,2.20157,2.362,2.7106,0.000143097,0.000143097,0.000143097
266,13229.6,1.82507,2.35162,2.14593,0.63026,0.45523,0.51409,0.2278,2.193,2.3559,2.70774,0.000139431,0.000139431,0.000139431
267,13279.2,1.79922,2.3312,2.1236,0.60836,0.48893,0.51422,0.22806,2.19936,2.35101,2.70594,0.000135764,0.000135764,0.000135764
268,13328.9,1.83421,2.32373,2.14337,0.64875,0.44549,0.51025,0.21834,2.20084,2.34465,2.70855,0.000132098,0.000132098,0.000132098
269,13378.4,1.82813,2.29432,2.15563,0.59228,0.49602,0.53731,0.22477,2.19433,2.34903,2.7125,0.000128432,0.000128432,0.000128432
270,13428,1.81524,2.27958,2.14843,0.64556,0.51354,0.54961,0.23106,2.18991,2.3287,2.70949,0.000124765,0.000124765,0.000124765
271,13477.5,1.81866,2.314,2.14874,0.65724,0.47331,0.52562,0.22381,2.20611,2.33319,2.71111,0.000121099,0.000121099,0.000121099
272,13527,1.80611,2.32452,2.14226,0.53491,0.4791,0.50237,0.22317,2.20446,2.32906,2.71324,0.000117433,0.000117433,0.000117433
273,13576.6,1.79089,2.29098,2.12918,0.63283,0.50561,0.52503,0.22352,2.20809,2.35315,2.7108,0.000113766,0.000113766,0.000113766
274,13626.2,1.79322,2.27728,2.13789,0.63414,0.5021,0.5212,0.22523,2.20816,2.34713,2.71038,0.0001101,0.0001101,0.0001101
275,13675.8,1.80786,2.3175,2.12882,0.59679,0.50146,0.52034,0.22787,2.19877,2.34142,2.7046,0.000106434,0.000106434,0.000106434
276,13725.3,1.81044,2.32126,2.12891,0.59818,0.51187,0.52042,0.22647,2.20344,2.34239,2.70719,0.000102768,0.000102768,0.000102768
277,13774.8,1.81483,2.30125,2.13268,0.59474,0.53315,0.5143,0.2273,2.20743,2.34893,2.7187,9.91012e-05,9.91012e-05,9.91012e-05
278,13824.4,1.82952,2.31077,2.14759,0.63163,0.49457,0.52041,0.23482,2.20639,2.34394,2.71616,9.54349e-05,9.54349e-05,9.54349e-05
279,13874.2,1.78255,2.30328,2.11977,0.64505,0.46209,0.50494,0.22716,2.20912,2.32885,2.71527,9.17686e-05,9.17686e-05,9.17686e-05
280,13923.8,1.80397,2.2708,2.1272,0.62969,0.46558,0.51008,0.22957,2.20517,2.33193,2.71254,8.81023e-05,8.81023e-05,8.81023e-05
281,13973.6,1.78964,2.26152,2.12932,0.63073,0.47379,0.50419,0.22518,2.20241,2.34515,2.71859,8.4436e-05,8.4436e-05,8.4436e-05
282,14023.2,1.80263,2.2961,2.14218,0.60833,0.50979,0.50315,0.22671,2.19613,2.35977,2.71399,8.07697e-05,8.07697e-05,8.07697e-05
283,14072.8,1.81462,2.29786,2.1248,0.58849,0.53054,0.526,0.22626,2.19691,2.36536,2.70451,7.71034e-05,7.71034e-05,7.71034e-05
284,14122.5,1.7897,2.26232,2.12313,0.61252,0.50892,0.52899,0.22617,2.19333,2.36409,2.70152,7.34371e-05,7.34371e-05,7.34371e-05
285,14172.2,1.81028,2.28394,2.1306,0.62754,0.47697,0.50975,0.22419,2.19567,2.35409,2.70552,6.97708e-05,6.97708e-05,6.97708e-05
286,14221.8,1.80746,2.29131,2.13952,0.67178,0.51786,0.54917,0.23336,2.18696,2.34178,2.69946,6.61045e-05,6.61045e-05,6.61045e-05
287,14271.6,1.77968,2.25775,2.13186,0.66496,0.52762,0.54589,0.22646,2.19815,2.32949,2.70828,6.24382e-05,6.24382e-05,6.24382e-05
288,14321.2,1.79656,2.26618,2.12192,0.66279,0.52844,0.54822,0.22688,2.19814,2.33486,2.719,5.87719e-05,5.87719e-05,5.87719e-05
289,14370.8,1.76793,2.23182,2.10026,0.66577,0.53369,0.55435,0.2272,2.20071,2.3312,2.71557,5.51056e-05,5.51056e-05,5.51056e-05
290,14420.3,1.79968,2.24764,2.11506,0.67697,0.5253,0.55567,0.2325,2.2065,2.34062,2.7192,5.14393e-05,5.14393e-05,5.14393e-05
291,14470.7,1.9843,2.13395,2.11245,0.6466,0.51573,0.53178,0.23384,2.21755,2.33887,2.70979,4.7773e-05,4.7773e-05,4.7773e-05
292,14520.4,1.97512,2.14514,2.09148,0.6394,0.51898,0.53432,0.24199,2.22288,2.33308,2.70344,4.41067e-05,4.41067e-05,4.41067e-05
293,14570.1,1.99547,2.11704,2.0736,0.61058,0.52566,0.53458,0.23917,2.21655,2.3364,2.69526,4.04404e-05,4.04404e-05,4.04404e-05
294,14619.6,1.97393,2.08938,2.10384,0.62674,0.52478,0.54371,0.24251,2.21107,2.32432,2.69108,3.67741e-05,3.67741e-05,3.67741e-05
295,14669.4,1.97015,2.05009,2.07714,0.64547,0.52399,0.54445,0.23961,2.20939,2.31614,2.69105,3.31078e-05,3.31078e-05,3.31078e-05
296,14719,1.9552,2.08804,2.06577,0.65462,0.51633,0.54815,0.2424,2.20417,2.31136,2.6889,2.94415e-05,2.94415e-05,2.94415e-05
297,14768.9,1.95684,2.07356,2.06518,0.66898,0.51621,0.54335,0.23965,2.19935,2.30856,2.68235,2.57752e-05,2.57752e-05,2.57752e-05
298,14818.6,1.97963,2.04932,2.06198,0.66544,0.51686,0.54802,0.24375,2.19676,2.31195,2.68003,2.21089e-05,2.21089e-05,2.21089e-05
299,14868.2,1.96535,2.06714,2.09096,0.66134,0.536,0.57183,0.24228,2.19609,2.30649,2.67818,1.84426e-05,1.84426e-05,1.84426e-05
300,14918,1.96585,2.03717,2.06416,0.65326,0.53859,0.56886,0.24421,2.19683,2.30173,2.67436,1.47763e-05,1.47763e-05,1.47763e-05
